nome,salario,profissão,cidade,estado,target
Bruno,17564.08,Designer,Belo Horizonte,MG,{"nome": "Bruno", "salario": 17564.08, "profissão": "Designer", "cidade": "Belo Horizonte", "estado": "MG"}
Juliana,6684.69,Analista,Porto Alegre,RS,{"nome": "Juliana", "salario": 6684.69, "profissão": "Analista", "cidade": "Porto Alegre", "estado": "RS"}
Daniela,10257.87,Advogado,,,{"nome": "Daniela", "salario": 10257.87, "profissão": "Advogado"}
Igor,13371.42,Gerente,Belo Horizonte,MG,{"nome": "Igor", "salario": 13371.42, "profissão": "Gerente", "cidade": "Belo Horizonte", "estado": "MG"}
Helena,18899.39,Advogado,Fortaleza,CE,{"nome": "Helena", "salario": 18899.39, "profissão": "Advogado", "cidade": "Fortaleza", "estado": "CE"}
Fernanda,7459.65,Analista,Recife,PE,{"nome": "Fernanda", "salario": 7459.65, "profissão": "Analista", "cidade": "Recife", "estado": "PE"}
Eduardo,8137.11,Cientista de Dados,,,{"nome": "Eduardo", "salario": 8137.11, "profissão": "Cientista de Dados"}
Daniela,12480.35,Analista,Rio de Janeiro,RJ,{"nome": "Daniela", "salario": 12480.35, "profissão": "Analista", "cidade": "Rio de Janeiro", "estado": "RJ"}
Fernanda,12513.14,Advogado,Recife,PE,{"nome": "Fernanda", "salario": 12513.14, "profissão": "Advogado", "cidade": "Recife", "estado": "PE"}
Fernanda,16270.18,Analista,Fortaleza,CE,{"nome": "Fernanda", "salario": 16270.18, "profissão": "Analista", "cidade": "Fortaleza", "estado": "CE"}
Carlos,13284.72,Engenheiro,Porto Alegre,RS,{"nome": "Carlos", "salario": 13284.72, "profissão": "Engenheiro", "cidade": "Porto Alegre", "estado": "RS"}
Gabriel,5806.1,Gerente,Curitiba,PR,{"nome": "Gabriel", "salario": 5806.1, "profissão": "Gerente", "cidade": "Curitiba", "estado": "PR"}
Fernanda,13449.37,Professor,Salvador,BA,{"nome": "Fernanda", "salario": 13449.37, "profissão": "Professor", "cidade": "Salvador", "estado": "BA"}
Bruno,16973.06,Médico,Porto Alegre,RS,{"nome": "Bruno", "salario": 16973.06, "profissão": "Médico", "cidade": "Porto Alegre", "estado": "RS"}
Eduardo,7185.05,Analista,São Paulo,SP,{"nome": "Eduardo", "salario": 7185.05, "profissão": "Analista", "cidade": "São Paulo", "estado": "SP"}
Fernanda,9820.94,Designer,Belo Horizonte,MG,{"nome": "Fernanda", "salario": 9820.94, "profissão": "Designer", "cidade": "Belo Horizonte", "estado": "MG"}
Bruno,16693.95,Engenheiro,Curitiba,PR,{"nome": "Bruno", "salario": 16693.95, "profissão": "Engenheiro", "cidade": "Curitiba", "estado": "PR"}
Eduardo,18509.88,Advogado,,,{"nome": "Eduardo", "salario": 18509.88, "profissão": "Advogado"}
Carlos,11113.36,Cientista de Dados,,,{"nome": "Carlos", "salario": 11113.36, "profissão": "Cientista de Dados"}
Bruno,10985.45,Gerente,Porto Alegre,RS,{"nome": "Bruno", "salario": 10985.45, "profissão": "Gerente", "cidade": "Porto Alegre", "estado": "RS"}
Ana,9393.38,Engenheiro,,,{"nome": "Ana", "salario": 9393.38, "profissão": "Engenheiro"}
Gabriel,10652.6,Professor,Curitiba,PR,{"nome": "Gabriel", "salario": 10652.6, "profissão": "Professor", "cidade": "Curitiba", "estado": "PR"}
Juliana,12277.58,Professor,Salvador,BA,{"nome": "Juliana", "salario": 12277.58, "profissão": "Professor", "cidade": "Salvador", "estado": "BA"}
Ana,19174.08,Analista,Rio de Janeiro,RJ,{"nome": "Ana", "salario": 19174.08, "profissão": "Analista", "cidade": "Rio de Janeiro", "estado": "RJ"}
Gabriel,19038.53,Gerente,São Paulo,SP,{"nome": "Gabriel", "salario": 19038.53, "profissão": "Gerente", "cidade": "São Paulo", "estado": "SP"}
Juliana,18948.38,Gerente,Porto Alegre,RS,{"nome": "Juliana", "salario": 18948.38, "profissão": "Gerente", "cidade": "Porto Alegre", "estado": "RS"}
Ana,6926.1,Cientista de Dados,Salvador,BA,{"nome": "Ana", "salario": 6926.1, "profissão": "Cientista de Dados", "cidade": "Salvador", "estado": "BA"}
Eduardo,11685.02,Analista,Salvador,BA,{"nome": "Eduardo", "salario": 11685.02, "profissão": "Analista", "cidade": "Salvador", "estado": "BA"}
Bruno,4097.87,Cientista de Dados,Salvador,BA,{"nome": "Bruno", "salario": 4097.87, "profissão": "Cientista de Dados", "cidade": "Salvador", "estado": "BA"}
Gabriel,9922.66,Professor,Salvador,BA,{"nome": "Gabriel", "salario": 9922.66, "profissão": "Professor", "cidade": "Salvador", "estado": "BA"}
Gabriel,11349.36,Analista,Curitiba,PR,{"nome": "Gabriel", "salario": 11349.36, "profissão": "Analista", "cidade": "Curitiba", "estado": "PR"}
Eduardo,10804.67,Médico,,,{"nome": "Eduardo", "salario": 10804.67, "profissão": "Médico"}
Bruno,16388.8,Cientista de Dados,Salvador,BA,{"nome": "Bruno", "salario": 16388.8, "profissão": "Cientista de Dados", "cidade": "Salvador", "estado": "BA"}
Bruno,19144.96,Gerente,Recife,PE,{"nome": "Bruno", "salario": 19144.96, "profissão": "Gerente", "cidade": "Recife", "estado": "PE"}
Juliana,5202.11,Designer,Belo Horizonte,MG,{"nome": "Juliana", "salario": 5202.11, "profissão": "Designer", "cidade": "Belo Horizonte", "estado": "MG"}
Daniela,3823.8,Gerente,Fortaleza,CE,{"nome": "Daniela", "salario": 3823.8, "profissão": "Gerente", "cidade": "Fortaleza", "estado": "CE"}
Fernanda,10220.03,Advogado,Fortaleza,CE,{"nome": "Fernanda", "salario": 10220.03, "profissão": "Advogado", "cidade": "Fortaleza", "estado": "CE"}
Helena,7476.18,Advogado,,,{"nome": "Helena", "salario": 7476.18, "profissão": "Advogado"}
Daniela,5506.39,Cientista de Dados,,,{"nome": "Daniela", "salario": 5506.39, "profissão": "Cientista de Dados"}
Fernanda,17553.69,Analista,Salvador,BA,{"nome": "Fernanda", "salario": 17553.69, "profissão": "Analista", "cidade": "Salvador", "estado": "BA"}
Daniela,8266.58,Analista,Rio de Janeiro,RJ,{"nome": "Daniela", "salario": 8266.58, "profissão": "Analista", "cidade": "Rio de Janeiro", "estado": "RJ"}
Daniela,18507.46,Advogado,Salvador,BA,{"nome": "Daniela", "salario": 18507.46, "profissão": "Advogado", "cidade": "Salvador", "estado": "BA"}
Eduardo,4672.36,Cientista de Dados,Salvador,BA,{"nome": "Eduardo", "salario": 4672.36, "profissão": "Cientista de Dados", "cidade": "Salvador", "estado": "BA"}
Helena,5557.99,Advogado,São Paulo,SP,{"nome": "Helena", "salario": 5557.99, "profissão": "Advogado", "cidade": "São Paulo", "estado": "SP"}
Fernanda,18121.13,Advogado,Recife,PE,{"nome": "Fernanda", "salario": 18121.13, "profissão": "Advogado", "cidade": "Recife", "estado": "PE"}
Carlos,13268.01,Analista,Rio de Janeiro,RJ,{"nome": "Carlos", "salario": 13268.01, "profissão": "Analista", "cidade": "Rio de Janeiro", "estado": "RJ"}
Juliana,15295.99,Gerente,,,{"nome": "Juliana", "salario": 15295.99, "profissão": "Gerente"}
Bruno,12358.88,Engenheiro,São Paulo,SP,{"nome": "Bruno", "salario": 12358.88, "profissão": "Engenheiro", "cidade": "São Paulo", "estado": "SP"}
Igor,9119.33,Gerente,Fortaleza,CE,{"nome": "Igor", "salario": 9119.33, "profissão": "Gerente", "cidade": "Fortaleza", "estado": "CE"}
Daniela,16570.12,Gerente,Rio de Janeiro,RJ,{"nome": "Daniela", "salario": 16570.12, "profissão": "Gerente", "cidade": "Rio de Janeiro", "estado": "RJ"}
Juliana,15768.94,Engenheiro,São Paulo,SP,{"nome": "Juliana", "salario": 15768.94, "profissão": "Engenheiro", "cidade": "São Paulo", "estado": "SP"}
Fernanda,15845.99,Advogado,Fortaleza,CE,{"nome": "Fernanda", "salario": 15845.99, "profissão": "Advogado", "cidade": "Fortaleza", "estado": "CE"}
Juliana,15560.91,Professor,Porto Alegre,RS,{"nome": "Juliana", "salario": 15560.91, "profissão": "Professor", "cidade": "Porto Alegre", "estado": "RS"}
Gabriel,3191.99,Designer,,,{"nome": "Gabriel", "salario": 3191.99, "profissão": "Designer"}
Helena,3208.5,Médico,Belo Horizonte,MG,{"nome": "Helena", "salario": 3208.5, "profissão": "Médico", "cidade": "Belo Horizonte", "estado": "MG"}
Igor,4307.42,Engenheiro,,,{"nome": "Igor", "salario": 4307.42, "profissão": "Engenheiro"}
Eduardo,18162.4,Professor,,,{"nome": "Eduardo", "salario": 18162.4, "profissão": "Professor"}
Eduardo,18805.9,Cientista de Dados,Belo Horizonte,MG,{"nome": "Eduardo", "salario": 18805.9, "profissão": "Cientista de Dados", "cidade": "Belo Horizonte", "estado": "MG"}
Ana,5334.77,Advogado,São Paulo,SP,{"nome": "Ana", "salario": 5334.77, "profissão": "Advogado", "cidade": "São Paulo", "estado": "SP"}
Carlos,8805.45,Gerente,,,{"nome": "Carlos", "salario": 8805.45, "profissão": "Gerente"}
Eduardo,14479.36,Professor,Belo Horizonte,MG,{"nome": "Eduardo", "salario": 14479.36, "profissão": "Professor", "cidade": "Belo Horizonte", "estado": "MG"}
Daniela,4532.06,Médico,Recife,PE,{"nome": "Daniela", "salario": 4532.06, "profissão": "Médico", "cidade": "Recife", "estado": "PE"}
Eduardo,6734.18,Engenheiro,Fortaleza,CE,{"nome": "Eduardo", "salario": 6734.18, "profissão": "Engenheiro", "cidade": "Fortaleza", "estado": "CE"}
Ana,13747.37,Advogado,Fortaleza,CE,{"nome": "Ana", "salario": 13747.37, "profissão": "Advogado", "cidade": "Fortaleza", "estado": "CE"}
Bruno,3425.46,Professor,Porto Alegre,RS,{"nome": "Bruno", "salario": 3425.46, "profissão": "Professor", "cidade": "Porto Alegre", "estado": "RS"}
Juliana,7744.46,Médico,Fortaleza,CE,{"nome": "Juliana", "salario": 7744.46, "profissão": "Médico", "cidade": "Fortaleza", "estado": "CE"}
Helena,18547.21,Médico,Salvador,BA,{"nome": "Helena", "salario": 18547.21, "profissão": "Médico", "cidade": "Salvador", "estado": "BA"}
Fernanda,19162.69,Professor,Fortaleza,CE,{"nome": "Fernanda", "salario": 19162.69, "profissão": "Professor", "cidade": "Fortaleza", "estado": "CE"}
Daniela,16624.59,Analista,Fortaleza,CE,{"nome": "Daniela", "salario": 16624.59, "profissão": "Analista", "cidade": "Fortaleza", "estado": "CE"}
Daniela,11735.48,Médico,Porto Alegre,RS,{"nome": "Daniela", "salario": 11735.48, "profissão": "Médico", "cidade": "Porto Alegre", "estado": "RS"}
Igor,13624.72,Engenheiro,Curitiba,PR,{"nome": "Igor", "salario": 13624.72, "profissão": "Engenheiro", "cidade": "Curitiba", "estado": "PR"}
Igor,13971.54,Cientista de Dados,Recife,PE,{"nome": "Igor", "salario": 13971.54, "profissão": "Cientista de Dados", "cidade": "Recife", "estado": "PE"}
Juliana,10509.72,Professor,,,{"nome": "Juliana", "salario": 10509.72, "profissão": "Professor"}
Gabriel,8323.06,Professor,Recife,PE,{"nome": "Gabriel", "salario": 8323.06, "profissão": "Professor", "cidade": "Recife", "estado": "PE"}
Eduardo,17542.97,Analista,Fortaleza,CE,{"nome": "Eduardo", "salario": 17542.97, "profissão": "Analista", "cidade": "Fortaleza", "estado": "CE"}
Igor,8092.32,Professor,,,{"nome": "Igor", "salario": 8092.32, "profissão": "Professor"}
Fernanda,5067.7,Engenheiro,Salvador,BA,{"nome": "Fernanda", "salario": 5067.7, "profissão": "Engenheiro", "cidade": "Salvador", "estado": "BA"}
Ana,16655.96,Professor,,,{"nome": "Ana", "salario": 16655.96, "profissão": "Professor"}
Fernanda,19122.09,Médico,São Paulo,SP,{"nome": "Fernanda", "salario": 19122.09, "profissão": "Médico", "cidade": "São Paulo", "estado": "SP"}
Carlos,13842.16,Engenheiro,Porto Alegre,RS,{"nome": "Carlos", "salario": 13842.16, "profissão": "Engenheiro", "cidade": "Porto Alegre", "estado": "RS"}
Fernanda,18052.59,Professor,Salvador,BA,{"nome": "Fernanda", "salario": 18052.59, "profissão": "Professor", "cidade": "Salvador", "estado": "BA"}
Fernanda,13423.21,Professor,,,{"nome": "Fernanda", "salario": 13423.21, "profissão": "Professor"}
Ana,11096.85,Professor,Curitiba,PR,{"nome": "Ana", "salario": 11096.85, "profissão": "Professor", "cidade": "Curitiba", "estado": "PR"}
Juliana,14355.25,Analista,Fortaleza,CE,{"nome": "Juliana", "salario": 14355.25, "profissão": "Analista", "cidade": "Fortaleza", "estado": "CE"}
Gabriel,4904.2,Analista,Porto Alegre,RS,{"nome": "Gabriel", "salario": 4904.2, "profissão": "Analista", "cidade": "Porto Alegre", "estado": "RS"}
Bruno,4680.96,Advogado,Fortaleza,CE,{"nome": "Bruno", "salario": 4680.96, "profissão": "Advogado", "cidade": "Fortaleza", "estado": "CE"}
Eduardo,13654.12,Médico,Fortaleza,CE,{"nome": "Eduardo", "salario": 13654.12, "profissão": "Médico", "cidade": "Fortaleza", "estado": "CE"}
Fernanda,19847.24,Cientista de Dados,Rio de Janeiro,RJ,{"nome": "Fernanda", "salario": 19847.24, "profissão": "Cientista de Dados", "cidade": "Rio de Janeiro", "estado": "RJ"}
Juliana,18863.87,Gerente,,,{"nome": "Juliana", "salario": 18863.87, "profissão": "Gerente"}
Juliana,10574.21,Engenheiro,São Paulo,SP,{"nome": "Juliana", "salario": 10574.21, "profissão": "Engenheiro", "cidade": "São Paulo", "estado": "SP"}
Gabriel,8893.86,Analista,Rio de Janeiro,RJ,{"nome": "Gabriel", "salario": 8893.86, "profissão": "Analista", "cidade": "Rio de Janeiro", "estado": "RJ"}
Ana,6488.85,Cientista de Dados,,,{"nome": "Ana", "salario": 6488.85, "profissão": "Cientista de Dados"}
Gabriel,7378.61,Advogado,Porto Alegre,RS,{"nome": "Gabriel", "salario": 7378.61, "profissão": "Advogado", "cidade": "Porto Alegre", "estado": "RS"}
Eduardo,8466.23,Engenheiro,Fortaleza,CE,{"nome": "Eduardo", "salario": 8466.23, "profissão": "Engenheiro", "cidade": "Fortaleza", "estado": "CE"}
Juliana,9815.22,Designer,Fortaleza,CE,{"nome": "Juliana", "salario": 9815.22, "profissão": "Designer", "cidade": "Fortaleza", "estado": "CE"}
Juliana,5981.85,Engenheiro,,,{"nome": "Juliana", "salario": 5981.85, "profissão": "Engenheiro"}
Juliana,17744.33,Analista,,,{"nome": "Juliana", "salario": 17744.33, "profissão": "Analista"}
Eduardo,18369.38,Gerente,Salvador,BA,{"nome": "Eduardo", "salario": 18369.38, "profissão": "Gerente", "cidade": "Salvador", "estado": "BA"}
Bruno,4529.66,Gerente,Curitiba,PR,{"nome": "Bruno", "salario": 4529.66, "profissão": "Gerente", "cidade": "Curitiba", "estado": "PR"}
Carlos,11387.75,Gerente,São Paulo,SP,{"nome": "Carlos", "salario": 11387.75, "profissão": "Gerente", "cidade": "São Paulo", "estado": "SP"}
Bruno,7551.77,Engenheiro,Porto Alegre,RS,{"nome": "Bruno", "salario": 7551.77, "profissão": "Engenheiro", "cidade": "Porto Alegre", "estado": "RS"}
Juliana,8351.87,Cientista de Dados,Fortaleza,CE,{"nome": "Juliana", "salario": 8351.87, "profissão": "Cientista de Dados", "cidade": "Fortaleza", "estado": "CE"}
Bruno,16453.8,Gerente,,,{"nome": "Bruno", "salario": 16453.8, "profissão": "Gerente"}
Daniela,3360.05,Designer,,,{"nome": "Daniela", "salario": 3360.05, "profissão": "Designer"}
Igor,7097.01,Designer,Porto Alegre,RS,{"nome": "Igor", "salario": 7097.01, "profissão": "Designer", "cidade": "Porto Alegre", "estado": "RS"}
Gabriel,17335.13,Advogado,,,{"nome": "Gabriel", "salario": 17335.13, "profissão": "Advogado"}
Gabriel,8104.91,Engenheiro,Porto Alegre,RS,{"nome": "Gabriel", "salario": 8104.91, "profissão": "Engenheiro", "cidade": "Porto Alegre", "estado": "RS"}
Helena,13148.47,Designer,Recife,PE,{"nome": "Helena", "salario": 13148.47, "profissão": "Designer", "cidade": "Recife", "estado": "PE"}
Helena,10136.04,Engenheiro,Rio de Janeiro,RJ,{"nome": "Helena", "salario": 10136.04, "profissão": "Engenheiro", "cidade": "Rio de Janeiro", "estado": "RJ"}
Igor,14525.8,Engenheiro,Curitiba,PR,{"nome": "Igor", "salario": 14525.8, "profissão": "Engenheiro", "cidade": "Curitiba", "estado": "PR"}
Fernanda,15817.65,Médico,Belo Horizonte,MG,{"nome": "Fernanda", "salario": 15817.65, "profissão": "Médico", "cidade": "Belo Horizonte", "estado": "MG"}
Ana,15733.84,Designer,Recife,PE,{"nome": "Ana", "salario": 15733.84, "profissão": "Designer", "cidade": "Recife", "estado": "PE"}
Carlos,12132.69,Médico,Belo Horizonte,MG,{"nome": "Carlos", "salario": 12132.69, "profissão": "Médico", "cidade": "Belo Horizonte", "estado": "MG"}
Carlos,16321.12,Médico,Recife,PE,{"nome": "Carlos", "salario": 16321.12, "profissão": "Médico", "cidade": "Recife", "estado": "PE"}
Fernanda,10942.57,Professor,Porto Alegre,RS,{"nome": "Fernanda", "salario": 10942.57, "profissão": "Professor", "cidade": "Porto Alegre", "estado": "RS"}
Ana,9023.33,Designer,Rio de Janeiro,RJ,{"nome": "Ana", "salario": 9023.33, "profissão": "Designer", "cidade": "Rio de Janeiro", "estado": "RJ"}
Ana,5053.51,Gerente,Fortaleza,CE,{"nome": "Ana", "salario": 5053.51, "profissão": "Gerente", "cidade": "Fortaleza", "estado": "CE"}
Igor,16881.56,Analista,Fortaleza,CE,{"nome": "Igor", "salario": 16881.56, "profissão": "Analista", "cidade": "Fortaleza", "estado": "CE"}
Bruno,15566.2,Advogado,Porto Alegre,RS,{"nome": "Bruno", "salario": 15566.2, "profissão": "Advogado", "cidade": "Porto Alegre", "estado": "RS"}
Ana,16936.42,Designer,Salvador,BA,{"nome": "Ana", "salario": 16936.42, "profissão": "Designer", "cidade": "Salvador", "estado": "BA"}
Eduardo,10643.28,Gerente,Curitiba,PR,{"nome": "Eduardo", "salario": 10643.28, "profissão": "Gerente", "cidade": "Curitiba", "estado": "PR"}
Gabriel,11278.88,Advogado,Salvador,BA,{"nome": "Gabriel", "salario": 11278.88, "profissão": "Advogado", "cidade": "Salvador", "estado": "BA"}
Ana,8738.0,Cientista de Dados,Porto Alegre,RS,{"nome": "Ana", "salario": 8738.0, "profissão": "Cientista de Dados", "cidade": "Porto Alegre", "estado": "RS"}
Bruno,16900.29,Analista,São Paulo,SP,{"nome": "Bruno", "salario": 16900.29, "profissão": "Analista", "cidade": "São Paulo", "estado": "SP"}
Eduardo,12402.19,Gerente,Fortaleza,CE,{"nome": "Eduardo", "salario": 12402.19, "profissão": "Gerente", "cidade": "Fortaleza", "estado": "CE"}
Ana,17109.54,Gerente,Salvador,BA,{"nome": "Ana", "salario": 17109.54, "profissão": "Gerente", "cidade": "Salvador", "estado": "BA"}
Bruno,7978.75,Advogado,,,{"nome": "Bruno", "salario": 7978.75, "profissão": "Advogado"}
Fernanda,5814.55,Cientista de Dados,Fortaleza,CE,{"nome": "Fernanda", "salario": 5814.55, "profissão": "Cientista de Dados", "cidade": "Fortaleza", "estado": "CE"}
Bruno,13362.15,Médico,Fortaleza,CE,{"nome": "Bruno", "salario": 13362.15, "profissão": "Médico", "cidade": "Fortaleza", "estado": "CE"}
Ana,13111.17,Analista,Porto Alegre,RS,{"nome": "Ana", "salario": 13111.17, "profissão": "Analista", "cidade": "Porto Alegre", "estado": "RS"}
Carlos,11198.84,Designer,Curitiba,PR,{"nome": "Carlos", "salario": 11198.84, "profissão": "Designer", "cidade": "Curitiba", "estado": "PR"}
Igor,18141.36,Designer,Salvador,BA,{"nome": "Igor", "salario": 18141.36, "profissão": "Designer", "cidade": "Salvador", "estado": "BA"}
Daniela,10156.08,Analista,Recife,PE,{"nome": "Daniela", "salario": 10156.08, "profissão": "Analista", "cidade": "Recife", "estado": "PE"}
Daniela,17109.84,Designer,,,{"nome": "Daniela", "salario": 17109.84, "profissão": "Designer"}
Eduardo,18590.3,Médico,Rio de Janeiro,RJ,{"nome": "Eduardo", "salario": 18590.3, "profissão": "Médico", "cidade": "Rio de Janeiro", "estado": "RJ"}
Helena,10321.64,Analista,Recife,PE,{"nome": "Helena", "salario": 10321.64, "profissão": "Analista", "cidade": "Recife", "estado": "PE"}
Fernanda,17153.2,Cientista de Dados,,,{"nome": "Fernanda", "salario": 17153.2, "profissão": "Cientista de Dados"}
Gabriel,17449.2,Engenheiro,Porto Alegre,RS,{"nome": "Gabriel", "salario": 17449.2, "profissão": "Engenheiro", "cidade": "Porto Alegre", "estado": "RS"}
Eduardo,11670.37,Designer,Salvador,BA,{"nome": "Eduardo", "salario": 11670.37, "profissão": "Designer", "cidade": "Salvador", "estado": "BA"}
Daniela,6087.05,Engenheiro,Curitiba,PR,{"nome": "Daniela", "salario": 6087.05, "profissão": "Engenheiro", "cidade": "Curitiba", "estado": "PR"}
Igor,6826.13,Professor,Rio de Janeiro,RJ,{"nome": "Igor", "salario": 6826.13, "profissão": "Professor", "cidade": "Rio de Janeiro", "estado": "RJ"}
Gabriel,19768.37,Designer,Curitiba,PR,{"nome": "Gabriel", "salario": 19768.37, "profissão": "Designer", "cidade": "Curitiba", "estado": "PR"}
Helena,13599.95,Advogado,São Paulo,SP,{"nome": "Helena", "salario": 13599.95, "profissão": "Advogado", "cidade": "São Paulo", "estado": "SP"}
Juliana,9700.53,Médico,Belo Horizonte,MG,{"nome": "Juliana", "salario": 9700.53, "profissão": "Médico", "cidade": "Belo Horizonte", "estado": "MG"}
Helena,10541.44,Cientista de Dados,,,{"nome": "Helena", "salario": 10541.44, "profissão": "Cientista de Dados"}
Juliana,3528.64,Professor,,,{"nome": "Juliana", "salario": 3528.64, "profissão": "Professor"}
Helena,17531.49,Gerente,Recife,PE,{"nome": "Helena", "salario": 17531.49, "profissão": "Gerente", "cidade": "Recife", "estado": "PE"}
Bruno,12340.7,Designer,Belo Horizonte,MG,{"nome": "Bruno", "salario": 12340.7, "profissão": "Designer", "cidade": "Belo Horizonte", "estado": "MG"}
Ana,17651.27,Designer,,,{"nome": "Ana", "salario": 17651.27, "profissão": "Designer"}
Helena,6111.68,Gerente,Porto Alegre,RS,{"nome": "Helena", "salario": 6111.68, "profissão": "Gerente", "cidade": "Porto Alegre", "estado": "RS"}
Helena,10402.52,Médico,Porto Alegre,RS,{"nome": "Helena", "salario": 10402.52, "profissão": "Médico", "cidade": "Porto Alegre", "estado": "RS"}
Daniela,9265.21,Gerente,,,{"nome": "Daniela", "salario": 9265.21, "profissão": "Gerente"}
Gabriel,10644.28,Advogado,Salvador,BA,{"nome": "Gabriel", "salario": 10644.28, "profissão": "Advogado", "cidade": "Salvador", "estado": "BA"}
Helena,7426.61,Analista,,,{"nome": "Helena", "salario": 7426.61, "profissão": "Analista"}
Carlos,10189.14,Designer,Porto Alegre,RS,{"nome": "Carlos", "salario": 10189.14, "profissão": "Designer", "cidade": "Porto Alegre", "estado": "RS"}
Carlos,14969.16,Cientista de Dados,Rio de Janeiro,RJ,{"nome": "Carlos", "salario": 14969.16, "profissão": "Cientista de Dados", "cidade": "Rio de Janeiro", "estado": "RJ"}
Helena,6687.43,Advogado,Porto Alegre,RS,{"nome": "Helena", "salario": 6687.43, "profissão": "Advogado", "cidade": "Porto Alegre", "estado": "RS"}
Gabriel,15997.53,Gerente,Rio de Janeiro,RJ,{"nome": "Gabriel", "salario": 15997.53, "profissão": "Gerente", "cidade": "Rio de Janeiro", "estado": "RJ"}
Fernanda,10588.39,Cientista de Dados,Recife,PE,{"nome": "Fernanda", "salario": 10588.39, "profissão": "Cientista de Dados", "cidade": "Recife", "estado": "PE"}
Fernanda,18486.18,Cientista de Dados,,,{"nome": "Fernanda", "salario": 18486.18, "profissão": "Cientista de Dados"}
Daniela,8546.06,Gerente,São Paulo,SP,{"nome": "Daniela", "salario": 8546.06, "profissão": "Gerente", "cidade": "São Paulo", "estado": "SP"}
Juliana,16505.57,Gerente,Salvador,BA,{"nome": "Juliana", "salario": 16505.57, "profissão": "Gerente", "cidade": "Salvador", "estado": "BA"}
Juliana,8167.76,Professor,Fortaleza,CE,{"nome": "Juliana", "salario": 8167.76, "profissão": "Professor", "cidade": "Fortaleza", "estado": "CE"}
Bruno,15043.31,Designer,São Paulo,SP,{"nome": "Bruno", "salario": 15043.31, "profissão": "Designer", "cidade": "São Paulo", "estado": "SP"}
